Reactions,1A01,1A02,1A03,1A04,1A05,1A06,1A07,1A08,1A10,1A11,1A12,1B01,1B02,1B03,1B04,1B05,1B06,1B07,1B08,1B09,1B10,1B11,1B12,1C01,1C02,1C03,1C04,1C06,1C07,1C08,1C09,1C10,1C11,1C12,1D01,1D04,1D06,1D07,1D09,1D11,1D12,1E01,1E03,1E04,1E10,1E11,1E12,1F02,1F03,1F05,1F07,1F08,1F09,1F10,1F12,1G03,1G04,1G05,1G07,1G08,1G11,1G12,1H04,1H06,1H08,1H09,1H10,1H11,1H12,2A08,2B01,2B02,2B03,2B08,2D10,2D12,2E01,2E02,2E07,2E12,2F04,2F06,2F11,2F12,2G03,2G04,2G05,2G06,2G07,2G09,2G10,2G11,2G12,2H01,2H02,2H04,2H05,2H08,2H09,3A02,3A03,3A04,3A05,3A07,3A08,3A09,3A10,3A11,3A12,3B01,3B02,3B03,3B04,3B05,3B06,3B07,3B08,3B09,3B10,3B11,3B12,3C01,3C02,3C03,3C06,3C08,3C10,3C11,3C12,3D01,3D09,3D11,3D12,3E02,3E03,3E08,3E11,3E12,3F01,3F02,3F03,3F04,3F05,3F06,3F07,3F08,3F09,3F10,3F11,3F12,3G01,3G02,3G03,3G05,3H01,3H02,3H03,3H04,3H05,3H06,3H07,3H08,3H09,3H10,3H11,3H12,4A02,4A03,4A09,4A10,4A11,4B06,4B07,4B09,4B10,4B11,4C01,4C02,4C03,4C04,4C06,4C07,4C09,4C10,4C11,4D01,4D06,4D07,4D09,4D10,4D11,4E01,4E10,4E11,4F02,4F03,4F07,4F08,4F09,4F12,4G03,4G05,4G07,4G08,4G11,4H06,4H09,4H10,4H11
METAT,0.00088217,0.00117789,0.001274662,0.001120558,0.000978432,0.001225636,0.001103377,0.001005573,0.001535984,0.001249509,0.001225249,0.001031145,0.001225636,0.001130144,0.001090456,0.001198545,0.001225636,0.001225636,0.00117789,0.000943086,0.000904437,0.001225636,0.00112701,0.001321127,0.00117789,0.001051196,0.001106271,0.001090456,0.001249509,0.00090888,0.00088217,0.001535984,0.001512111,0.001228027,0.001106144,0.000934142,0.001100366,0.00088217,0.001512111,0.001535984,0.001316942,0.001132541,0.001249509,0.001321127,0.001792503,0.001413834,0.001442766,0.00112701,0.00088217,0.001066057,0.000906864,0.001120558,0.000925877,0.00088217,0.001410513,0.001031145,0.001109496,0.001042571,0.00099755,0.001274662,0.001009718,0.001066057,0.00088217,0.00117789,0.001007357,0.00117789,0.001198545,0.000904059,0.000985564,0.00088217,0.00088217,0.001346353,0.001154017,0.00088217,0.001005956,0.000934215,0.000934215,0.000934215,0.00088217,0.001201763,0.00088217,0.000924553,0.001031881,0.001054665,0.00088217,0.001074762,0.000985609,0.000891497,0.00088217,0.000916976,0.000924906,0.000920834,0.000903106,0.001027387,0.000911952,0.000933172,0.00088217,0.000988572,0.001106271,0.000831418,0.00088217,0.00088217,0.00088217,0.001042571,0.001074762,0.001106144,0.001103377,0.000957616,0.00112701,0.001132541,0.000985609,0.000891497,0.000916976,0.000924906,0.000920834,0.000903106,0.000911952,0.001005573,0.001031145,0.001109496,0.00103657,0.000903256,0.000933172,0.001042571,0.00088217,0.001031145,0.00088217,0.00088217,0.001027387,0.00088217,0.000985564,0.000988572,0.000988575,0.000904059,0.00088217,0.001250765,0.001274662,0.00088217,0.001274662,0.001090504,0.001442766,0.001345842,0.000907037,0.001140019,0.001466888,0.00088217,0.001228027,0.000897563,0.001316942,0.001410513,0.001103798,0.001427419,0.00088217,0.001046002,0.00108884,0.001111852,0.001106422,0.001025453,0.000985338,0.000992931,0.001097888,0.001075048,0.001103791,0.001098252,0.000972905,0.000993908,0.00088217,0.00088217,0.001442766,0.001442766,0.001442766,0.00088217,0.00088217,0.001466888,0.001466888,0.001466888,0.00088217,0.00088217,0.001249509,0.001321127,0.001322456,0.00088217,0.001345842,0.001345842,0.001345842,0.00088217,0.001031145,0.001109496,0.001316942,0.001316942,0.001316942,0.000903256,0.001228027,0.00088217,0.00088217,0.00088217,0.000957616,0.000952059,0.00105251,0.00088217,0.00088217,0.001236651,0.000903106,0.00088217,0.000901927,0.000883305,0.000906231,0.000890871,0.000887008
METS,0.151637931,0.202469805,0.219104207,0.19261497,0.168184659,0.210676931,0.189661671,0.172849995,0.264023252,0.214780495,0.210610551,0.177245472,0.210676931,0.194262679,0.187440666,0.206020267,0.210676931,0.210676931,0.202469805,0.162108949,0.155465518,0.210676931,0.19372394,0.227091184,0.202469805,0.180692195,0.190159116,0.187440666,0.214780495,0.156229163,0.151637931,0.264023252,0.259919689,0.21108807,0.190137262,0.160571556,0.189144179,0.151637931,0.259919689,0.264023252,0.226371847,0.194674663,0.214780495,0.227091184,0.308116856,0.243026749,0.247999947,0.19372394,0.151637931,0.183246568,0.155882727,0.19261497,0.159150777,0.151637931,0.242455961,0.177245472,0.190713406,0.179209673,0.171470847,0.219104207,0.173562457,0.183246568,0.151637931,0.202469805,0.173156524,0.202469805,0.206020267,0.155400428,0.169410574,0.151637931,0.151637931,0.231427278,0.198366242,0.151637931,0.172915685,0.160584053,0.160584053,0.160584053,0.151637931,0.206573368,0.151637931,0.158923249,0.177372025,0.181288387,0.151637931,0.184742994,0.169418337,0.153241145,0.151637931,0.157620894,0.158983938,0.158283914,0.000450547,0.176599563,0.156757253,0.160404775,0.151637931,0.169927674,0.190159116,0.142914096,0.151637931,0.151637931,0.151637931,0.179209673,0.184742994,0.190137262,0.189661671,0.164606524,0.19372394,0.194674663,0.169418337,0.153241145,0.157620894,0.158983938,0.158283914,0.000450547,0.156757253,0.172849995,0.177245472,0.190713406,0.178178115,0.155262446,0.160404775,0.179209673,0.151637931,0.177245472,0.151637931,0.151637931,0.176599563,0.151637931,0.169410574,0.169927674,0.169928141,0.155400428,0.151637931,0.214996516,0.219104207,0.151637931,0.219104207,0.187448861,0.247999947,0.231339466,0.155912443,0.19596005,0.252146214,0.151637931,0.21108807,0.154283945,0.226371847,0.242455961,0.189733973,0.245361886,0.151637931,0.179799399,0.187162929,0.191118388,0.190185033,0.17626708,0.169371721,0.170676799,0.188718079,0.184792075,0.18973284,0.188780789,0.000485369,0.000495847,0.151637931,0.151637931,0.247999947,0.247999947,0.247999947,0.151637931,0.151637931,0.252146214,0.252146214,0.252146214,0.151637931,0.151637931,0.214780495,0.227091184,0.227319588,0.151637931,0.231339466,0.231339466,0.231339466,0.151637931,0.177245472,0.190713407,0.226371847,0.226371847,0.226371847,0.155262446,0.21108807,0.151637931,0.151637931,0.151637931,0.164606524,0.163651239,0.180918081,0.151637931,0.151637931,0.212570311,0.000450547,0.151637931,0.000449959,0.151833053,0.155773782,0.15313356,0.152469511
METSOX1abcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154584012,0,0,0,0
METSOX1tex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154584012,0,0,0,0
METSOXR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154584012,0,0,0,0
METabcpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154786059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154786059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166749234,0.170348941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154786059,0,0,0,0,0,0
METtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154786059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154786059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166749234,0.170348941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154786059,0,0,0,0,0,0
MG2t3_2pp_f,0.008522075,0.011378835,0.012313691,0.010824992,0.009452004,0.011840077,0.010659016,0.009714197,0.014838148,0.012070697,0.011836346,0.009961223,0.011840077,0.010917593,0.010534195,0.011578371,0.011840077,0.011840077,0.011378835,0.009110548,0.008737186,0.011840077,0.010887316,0.01276256,0.011378835,0.01015493,0.010686972,0.010534195,0.012070697,0.008780103,0.008522075,0.014838148,0.014607527,0.011863183,0.010685744,0.009024147,0.010629932,0.008522075,0.014607527,0.014838148,0.012722133,0.010940747,0.012070697,0.01276256,0.017316216,0.013658141,0.013937636,0.010887316,0.008522075,0.010298486,0.008760634,0.010824992,0.008944299,0.008522075,0.013626063,0.009961223,0.010718123,0.010071612,0.009636688,0.012313691,0.009754237,0.010298486,0.008522075,0.011378835,0.009731424,0.011378835,0.011578371,0.008733528,0.009520901,0.008522075,0.008522075,0.013006249,0.011148214,0.008522075,0.009717889,0.009024849,0.009024849,0.009024849,0.008522075,0.011609456,0.008522075,0.008931512,0.009968336,0.010188436,0.008522075,0.010382585,0.009521337,0.008612176,0.008522075,0.008858319,0.008934922,0.008895581,0.008724322,0.009924923,0.008809782,0.009014773,0.008522075,0.009549962,0.010686972,0.008031795,0.008522075,0.008522075,0.008522075,0.010071612,0.010382585,0.010685744,0.010659016,0.009250912,0.010887316,0.010940747,0.009521337,0.008612176,0.008858319,0.008934922,0.008895581,0.008724322,0.008809782,0.009714197,0.009961223,0.010718123,0.010013638,0.008725774,0.009014773,0.010071612,0.008522075,0.009961223,0.008522075,0.008522075,0.009924923,0.008522075,0.009520901,0.009549962,0.009549988,0.008733528,0.008522075,0.012082838,0.012313691,0.008522075,0.012313691,0.010534655,0.013937636,0.013001314,0.008762304,0.011012986,0.014170657,0.008522075,0.011863183,0.008670782,0.012722133,0.013626063,0.010663079,0.013789376,0.008522075,0.010104754,0.010518586,0.010740883,0.010688429,0.009906238,0.009518717,0.009592063,0.010605986,0.010385344,0.010663015,0.01060951,0.009398611,0.009601504,0.008522075,0.008522075,0.013937636,0.013937636,0.013937636,0.008522075,0.008522075,0.014170657,0.014170657,0.014170657,0.008522075,0.008522075,0.012070697,0.01276256,0.012775396,0.008522075,0.013001314,0.013001314,0.013001314,0.008522075,0.009961223,0.010718123,0.012722133,0.012722133,0.012722133,0.008725774,0.011863183,0.008522075,0.008522075,0.008522075,0.009250912,0.009197225,0.010167625,0.008522075,0.008522075,0.011946485,0.008724322,0.008522075,0.008712933,0.008533041,0.008754511,0.00860613,0.00856881
MG2tex_f,0.008522075,0.011378835,0.012313691,0.010824992,0.009452004,0.011840077,0.010659016,0.009714197,0.014838148,0.012070697,0.011836346,0.009961223,0.011840077,0.010917593,0.010534195,0.011578371,0.011840077,0.011840077,0.011378835,0.009110548,0.008737186,0.011840077,0.010887316,0.01276256,0.011378835,0.01015493,0.010686972,0.010534195,0.012070697,0.008780103,0.008522075,0.014838148,0.014607527,0.011863183,0.010685744,0.009024147,0.010629932,0.008522075,0.014607527,0.014838148,0.012722133,0.010940747,0.012070697,0.01276256,0.017316216,0.013658141,0.013937636,0.010887316,0.008522075,0.010298486,0.008760634,0.010824992,0.008944299,0.008522075,0.013626063,0.009961223,0.010718123,0.010071612,0.009636688,0.012313691,0.009754237,0.010298486,0.008522075,0.011378835,0.009731424,0.011378835,0.011578371,0.008733528,0.009520901,0.008522075,0.008522075,0.013006249,0.011148214,0.008522075,0.009717889,0.009024849,0.009024849,0.009024849,0.008522075,0.011609456,0.008522075,0.008931512,0.009968336,0.010188436,0.008522075,0.010382585,0.009521337,0.008612176,0.008522075,0.008858319,0.008934922,0.008895581,0.008724322,0.009924923,0.008809782,0.009014773,0.008522075,0.009549962,0.010686972,0.008031795,0.008522075,0.008522075,0.008522075,0.010071612,0.010382585,0.010685744,0.010659016,0.009250912,0.010887316,0.010940747,0.009521337,0.008612176,0.008858319,0.008934922,0.008895581,0.008724322,0.008809782,0.009714197,0.009961223,0.010718123,0.010013638,0.008725774,0.009014773,0.010071612,0.008522075,0.009961223,0.008522075,0.008522075,0.009924923,0.008522075,0.009520901,0.009549962,0.009549988,0.008733528,0.008522075,0.012082838,0.012313691,0.008522075,0.012313691,0.010534655,0.013937636,0.013001314,0.008762304,0.011012986,0.014170657,0.008522075,0.011863183,0.008670782,0.012722133,0.013626063,0.010663079,0.013789376,0.008522075,0.010104754,0.010518586,0.010740883,0.010688429,0.009906238,0.009518717,0.009592063,0.010605986,0.010385344,0.010663015,0.01060951,0.009398611,0.009601504,0.008522075,0.008522075,0.013937636,0.013937636,0.013937636,0.008522075,0.008522075,0.014170657,0.014170657,0.014170657,0.008522075,0.008522075,0.012070697,0.01276256,0.012775396,0.008522075,0.013001314,0.013001314,0.013001314,0.008522075,0.009961223,0.010718123,0.012722133,0.012722133,0.012722133,0.008725774,0.011863183,0.008522075,0.008522075,0.008522075,0.009250912,0.009197225,0.010167625,0.008522075,0.008522075,0.011946485,0.008724322,0.008522075,0.008712933,0.008533041,0.008754511,0.00860613,0.00856881
MICITDr_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.603008454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MINOHPtexi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157937717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLTG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.999999906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLTP1_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.815377114,0,0,0,0,0,0,0,0,0,0,0,0,3.338827791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLTP2_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85685126,0,0,0,0,0,0,0,0,0,0,0,0,3.317790007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLTP3_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32777145,0,0,0,0,0,0,0,0,0,0,0,0,3.343382108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN2tpp,0.000678819,0.000906372,0.000980837,0.000862256,0.000752892,0.000943112,0.000849035,0.000773776,0.001181921,0.000961481,0.000942814,0.000793453,0.000943112,0.000869632,0.000839093,0.000922266,0.000943112,0.000943112,0.000906372,0.000725693,0.000695953,0.000943112,0.00086722,0.001016591,0.000906372,0.000808883,0.000851262,0.000839093,0.000961481,0.000699372,0.000678819,0.001181921,0.001163551,0.000944952,0.000851164,0.000718811,0.000846719,0.000678819,0.001163551,0.001181921,0.001013371,0.000871476,0.000961481,0.001016591,0.001379309,0.001087928,0.001110191,0.00086722,0.000678819,0.000820317,0.000697821,0.000862256,0.000712451,0.000678819,0.001085373,0.000793453,0.000853743,0.000802246,0.000767603,0.000980837,0.000776966,0.000820317,0.000678819,0.000906372,0.000775149,0.000906372,0.000922266,0.000695662,0.00075838,0.000678819,0.000678819,0.001036002,0.000888002,0.000678819,0.00077407,0.000718867,0.000718867,0.000718867,0.000678819,0.000924742,0.000678819,0.000711432,0.00079402,0.000811551,0.000678819,0.000827016,0.000758414,0.000685996,0.000678819,0.000705602,0.000711704,0.00070857,0.000694929,0.000790562,0.000701736,0.000718064,0.000678819,0.000760694,0.000851262,0.000639766,0.000678819,0.000678819,0.000678819,0.000802246,0.000827016,0.000851164,0.000849035,0.000736874,0.00086722,0.000871476,0.000758414,0.000685996,0.000705602,0.000711704,0.00070857,0.000694929,0.000701736,0.000773776,0.000793453,0.000853743,0.000797628,0.000695044,0.000718064,0.000802246,0.000678819,0.000793453,0.000678819,0.000678819,0.000790562,0.000678819,0.00075838,0.000760694,0.000760696,0.000695662,0.000678819,0.000962449,0.000980837,0.000678819,0.000980837,0.000839129,0.001110191,0.001035609,0.000697954,0.00087723,0.001128752,0.000678819,0.000944952,0.000690664,0.001013371,0.001085373,0.000849359,0.001098381,0.000678819,0.000804886,0.000837849,0.000855556,0.000851378,0.000789073,0.000758206,0.000764048,0.000844811,0.000827236,0.000849354,0.000845092,0.000748639,0.0007648,0.000678819,0.000678819,0.001110191,0.001110191,0.001110191,0.000678819,0.000678819,0.001128752,0.001128752,0.001128752,0.000678819,0.000678819,0.000961481,0.001016591,0.001017614,0.000678819,0.001035609,0.001035609,0.001035609,0.000678819,0.000793453,0.000853743,0.001013371,0.001013371,0.001013371,0.000695044,0.000944952,0.000678819,0.000678819,0.000678819,0.000736874,0.000732597,0.000809894,0.000678819,0.000678819,0.000951587,0.000694929,0.000678819,0.000694022,0.000679692,0.000697333,0.000685514,0.000682542
MNLptspp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNLtex_f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MNNH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
